scaffold,start,end,mid,sites,pi_Hls1,pi_Hls2,dxy_Hls1_Hls2,Fst_Hls1_Hls2
scaffold_7,2465685,2492618,2479128,25000,0.002076,0.002134,0.006103,0.498621
scaffold_7,2492619,2525664,2509240,25000,0.001044,0.001255,0.00382,0.550072
scaffold_7,2525665,2563316,2545259,25000,0.000638,0.000643,0.008098,0.859718
scaffold_7,2563317,2590403,2576664,25000,0.000931,0.000879,0.00957,0.834438
scaffold_7,2590404,2624139,2606368,25000,0.001494,0.001444,0.01715,0.848891
scaffold_7,2624140,2650229,2637011,25000,0.001153,0.001163,0.017408,0.880753
scaffold_7,2650230,2681769,2666147,25000,0.001129,0.001371,0.01116,0.809937
scaffold_7,2681770,2719037,2699377,25000,0.001206,0.001098,0.012414,0.831665
scaffold_7,2719038,2756703,2734425,25000,0.001233,0.001123,0.02005,0.893999
scaffold_7,2756704,2785386,2772345,25000,0.000894,0.000853,0.00497,0.71161
scaffold_7,2785387,2813754,2799669,25000,0.001556,0.001925,0.004111,0.41753
scaffold_7,2813755,2850839,2832122,25000,0.001013,0.000924,0.004098,0.629712
scaffold_7,2850840,2898921,2873975,25000,0.001206,0.000904,0.012978,0.856074
scaffold_7,2898922,2964494,2921392,25000,0.001913,0.001997,0.008267,0.624959
scaffold_7,2964495,2991437,2977797,25000,0.001231,0.000893,0.012579,0.850954
scaffold_7,2991438,3040692,3008931,25000,0.001561,0.00143,0.012139,0.78796
scaffold_7,3040693,3076990,3055321,25000,0.000982,0.000885,0.013485,0.874038
scaffold_7,3076993,3103421,3090602,25000,0.001438,0.00164,0.002962,0.327425
scaffold_7,3103422,3128470,3115941,25000,0.00057,0.000563,0.000528,-0.036678
scaffold_7,3128471,3169773,3144927,25000,0.000937,0.000864,0.001128,0.117474
scaffold_7,3169774,3197361,3183425,25000,0.001478,0.001646,0.017498,0.840397
scaffold_7,3197362,3223887,3210586,25000,0.00106,0.00103,0.012029,0.846902
scaffold_7,3223888,3250817,3237145,25000,0.001118,0.001653,0.010452,0.774971
scaffold_7,3250818,3277543,3264307,25000,0.001561,0.001646,0.016936,0.833406
scaffold_7,3277544,3307691,3292876,25000,0.0012,0.001168,0.003919,0.548757
scaffold_7,3307692,3343431,3329925,25000,0.000666,0.000704,0.015064,0.916971
scaffold_7,3343432,3373283,3358237,25000,0.00119,0.001223,0.022886,0.903774
scaffold_7,3373284,3402799,3388470,25000,0.000876,0.000859,0.023044,0.930815
scaffold_7,3402800,3434079,3419785,25000,0.000716,0.000735,0.020028,0.933353
scaffold_7,3434080,3461245,3448098,25000,0.000711,0.000872,0.0167,0.913634
scaffold_7,3461246,3487522,3474256,25000,0.000947,0.000905,0.010399,0.843375
scaffold_7,3487523,3515318,3501131,25000,0.00087,0.000816,0.010191,0.851243
scaffold_7,3515319,3550884,3533718,25000,0.000741,0.000665,0.011803,0.890716
scaffold_7,3550885,3582959,3568194,25000,0.001671,0.001676,0.009595,0.713601
scaffold_7,3582960,3644832,3613178,25000,0.000955,0.001375,0.006724,0.715549
scaffold_7,3644833,3691222,3658053,25000,0.00121,0.001224,0.007788,0.735912
scaffold_7,3691223,3747003,3721793,25000,0.000724,0.000699,0.005154,0.759345
scaffold_7,3747004,3776230,3760483,25000,0.001267,0.001209,0.019401,0.881173
scaffold_7,3776231,3810250,3792029,25000,0.00065,0.000597,0.011576,0.902375
scaffold_7,3810251,3853789,3835185,25000,0.000997,0.001235,0.015984,0.875222
scaffold_7,3853790,3882595,3867771,25000,0.000599,0.000579,0.012364,0.913198
scaffold_7,3882596,3910908,3896339,25000,0.001083,0.000882,0.018128,0.901787
scaffold_7,3910909,3936906,3924072,25000,0.000744,0.000662,0.008322,0.850803
scaffold_7,3936907,3967856,3952567,25000,0.001288,0.001436,0.003056,0.395633
scaffold_7,3967857,3993398,3980676,25000,0.000899,0.000915,0.011676,0.862045
scaffold_7,3993399,4020258,4006913,25000,0.000528,0.000553,0.009898,0.901164
scaffold_7,4020259,4046570,4033398,25000,0.000885,0.000845,0.010598,0.855576
scaffold_7,4046571,4075680,4060913,25000,0.001247,0.00148,0.014241,0.832515
scaffold_7,4075681,4110561,4096281,25000,0.000956,0.000817,0.007336,0.792996
scaffold_7,4110562,4145513,4124319,25000,0.000623,0.000717,0.001007,0.209155
scaffold_7,4145514,4172224,4158744,25000,0.000633,0.000662,0.010422,0.89036
scaffold_7,4172225,4200681,4187826,25000,0.000471,0.000507,0.000466,-0.025105
scaffold_7,4200682,4239903,4217979,25000,0.000931,0.000822,0.007709,0.803998
scaffold_7,4239904,4268214,4255352,25000,0.001333,0.001804,0.01018,0.739097
scaffold_7,4268215,4294281,4281411,25000,0.000767,0.000783,0.013582,0.896246
scaffold_7,4294282,4365612,4337341,25000,0.001071,0.001161,0.003436,0.522633
scaffold_7,4365613,4398437,4383134,25000,0.00107,0.000966,0.012486,0.855676
scaffold_7,4398438,4424191,4411317,25000,0.00085,0.000889,0.011319,0.863466
scaffold_7,4424192,4450531,4437236,25000,0.001306,0.001343,0.003202,0.427313
scaffold_7,4450532,4477182,4463894,25000,0.000805,0.001154,0.013577,0.871296
scaffold_7,4477183,4506484,4492428,25000,0.001117,0.000804,0.015174,0.882061
scaffold_7,4506485,4538210,4523210,25000,0.00166,0.001583,0.013396,0.792615
scaffold_7,4538211,4565771,4551290,25000,0.000973,0.00104,0.01209,0.852808
scaffold_7,4565772,4606417,4587455,25000,0.0012,0.001305,0.011414,0.809346
scaffold_7,4606418,4632724,4619546,25000,0.000646,0.000718,0.003535,0.687828
scaffold_7,4632725,4662375,4647830,25000,0.000914,0.000873,0.012445,0.871885
scaffold_7,4662376,4709463,4679503,25000,0.000557,0.000488,0.006997,0.86708
scaffold_7,4709464,4745056,4725384,25000,0.001396,0.001376,0.025442,0.901357
scaffold_7,4745057,4771144,4757850,25000,0.001343,0.00125,0.00705,0.700165
scaffold_7,4771145,4797638,4784103,25000,0.001509,0.001487,0.01774,0.850905
scaffold_7,4797639,4824919,4811602,25000,0.001267,0.001238,0.019901,0.886839
scaffold_7,4824920,4857567,4840224,25000,0.00109,0.001079,0.008679,0.786564
scaffold_7,4857568,4887616,4871526,25000,0.001127,0.001344,0.010948,0.805348
scaffold_7,4887617,4913924,4900486,25000,0.001336,0.001318,0.009019,0.753109
scaffold_7,4913925,4947902,4930303,25000,0.000902,0.001163,0.009124,0.804779
scaffold_7,4947903,4983472,4963846,25000,0.001611,0.001564,0.001842,0.077927
scaffold_7,4983473,5014432,5000060,24693,0.000518,0.000578,0.000919,0.262539
scaffold_8,18249,50841,34612,25000,0.000596,0.00059,0.001193,0.347763
scaffold_8,50842,94685,78890,25000,0.000923,0.001083,0.013956,0.871752
scaffold_8,94686,127623,109019,25000,0.00097,0.001188,0.009306,0.800443
scaffold_8,127624,155166,141275,25000,0.000803,0.000953,0.018649,0.910975
scaffold_8,155167,183180,169353,25000,0.001321,0.001075,0.019264,0.886142
scaffold_8,183181,208541,195945,25000,0.001725,0.001609,0.011451,0.755448
scaffold_8,208542,244611,228567,25000,0.001713,0.001692,0.01042,0.729326
scaffold_8,244613,279432,263045,25000,0.001013,0.001059,0.007968,0.778832
scaffold_8,279433,304987,292230,25000,0.001278,0.001619,0.006961,0.667013
scaffold_8,304988,331596,317707,25000,0.001242,0.001457,0.012093,0.807307
scaffold_8,331598,366362,348350,25000,0.001193,0.001164,0.024173,0.911251
scaffold_8,366363,401068,384139,25000,0.001066,0.00117,0.014393,0.864512
scaffold_8,401069,430762,415030,25000,0.001145,0.001227,0.011885,0.826082
scaffold_8,430763,463186,444752,25000,0.000927,0.001294,0.006841,0.728189
scaffold_8,463187,488943,476093,25000,0.001094,0.001001,0.000984,-0.032557
scaffold_8,488944,514163,501613,25000,0.000579,0.000574,0.000519,-0.055516
scaffold_8,514164,539287,526721,25000,0.00112,0.001114,0.001032,-0.041484
scaffold_8,539288,569473,552642,25000,0.000666,0.000786,0.004097,0.709674
scaffold_8,569474,598891,584566,25000,0.001396,0.001475,0.018694,0.863537
scaffold_8,598892,624851,611847,25000,0.000784,0.000809,0.018673,0.921961
scaffold_8,624852,653261,639353,25000,0.001149,0.001226,0.016299,0.870114
scaffold_8,653262,678807,666069,25000,0.000775,0.000801,0.006863,0.802259
scaffold_8,678808,710708,695344,25000,0.001266,0.001488,0.006307,0.653323
scaffold_8,710709,736219,723443,25000,0.001245,0.001078,0.010091,0.801843
scaffold_8,736220,768875,751286,25000,0.002073,0.001891,0.0231,0.846169
scaffold_8,768876,797615,783460,25000,0.001255,0.001235,0.023027,0.902026
scaffold_8,797616,841438,816451,25000,0.001375,0.001487,0.020997,0.877356
scaffold_8,841439,906714,870890,25000,0.000367,0.000518,0.004226,0.818681
scaffold_8,906715,932991,919728,25000,0.000855,0.000796,0.01093,0.865659
scaffold_8,932992,961919,947744,25000,0.001139,0.001104,0.009046,0.790251
scaffold_8,961920,995334,979084,25000,0.001069,0.001008,0.013617,0.864404
scaffold_8,995335,1022497,1008464,25000,0.000621,0.000542,0.010736,0.901214
scaffold_8,1022498,1052107,1036457,25000,0.000771,0.000813,0.009623,0.854427
scaffold_8,1052108,1085965,1068418,25000,0.000928,0.000857,0.008105,0.809632
scaffold_8,1085966,1116650,1102031,25000,0.001206,0.001322,0.004553,0.578051
scaffold_8,1116651,1150895,1135039,25000,0.00129,0.001469,0.008687,0.735958
scaffold_8,1150896,1178128,1164694,25000,0.001854,0.00178,0.005589,0.522114
scaffold_8,1178129,1204016,1191047,25000,0.000898,0.001228,0.013435,0.857322
scaffold_8,1204017,1237277,1222855,25000,0.000493,0.000434,0.008523,0.901512
scaffold_8,1237278,1262984,1250138,25000,0.000766,0.000845,0.008348,0.831354
scaffold_8,1262985,1297029,1280692,25000,0.000754,0.000722,0.014835,0.909009
scaffold_8,1297030,1322398,1309696,25000,0.000438,0.000573,0.012392,0.924717
scaffold_8,1322399,1348317,1335166,25000,0.000597,0.000897,0.011391,0.882362
scaffold_8,1348318,1374690,1361149,25000,0.001235,0.001282,0.018865,0.880439
scaffold_8,1374691,1432374,1391950,25000,0.000951,0.000744,0.016888,0.908799
scaffold_8,1432375,1461910,1447393,25000,0.000829,0.000801,0.008283,0.830179
scaffold_8,1461911,1487546,1474749,25000,0.002623,0.002629,0.004637,0.287318
scaffold_8,1487547,1512962,1500181,25000,0.001546,0.001497,0.007229,0.663794
scaffold_8,1512963,1539531,1525761,25000,0.000801,0.001025,0.001626,0.291074
scaffold_8,1539532,1566032,1552135,25000,0.000903,0.000876,0.002094,0.416099
scaffold_8,1566033,1591571,1578899,25000,0.000911,0.001066,0.005493,0.703669
scaffold_8,1591572,1619773,1605810,25000,0.000377,0.000445,0.008728,0.91263
scaffold_8,1619774,1646611,1632910,25000,0.001192,0.001187,0.011052,0.813558
scaffold_8,1646612,1673217,1659647,25000,0.000512,0.000472,0.009205,0.903056
scaffold_8,1673218,1717740,1701150,25000,0.000395,0.000402,0.008732,0.91777
scaffold_8,1717741,1743567,1730570,25000,0.000493,0.000479,0.005809,0.85216
scaffold_8,1743568,1769180,1756356,25000,0.001871,0.001883,0.009532,0.678003
scaffold_8,1769181,1796023,1782655,25000,0.000994,0.001189,0.014193,0.863369
scaffold_8,1796024,1823540,1809782,25000,0.00142,0.001321,0.010077,0.76976
scaffold_8,1823541,1850680,1836913,25000,0.001187,0.001178,0.012229,0.830958
scaffold_8,1850681,1883904,1866304,25000,0.000939,0.000776,0.010009,0.848878
scaffold_8,1883905,1910109,1896913,25000,0.001227,0.00113,0.007741,0.745585
scaffold_8,1910110,1936001,1923089,25000,0.001275,0.001733,0.008749,0.717116
scaffold_8,1936002,1962754,1949004,25000,0.00113,0.001057,0.012787,0.849171
scaffold_8,1962755,1990342,1976281,25000,0.000664,0.000649,0.011821,0.899458
scaffold_8,1990343,2017091,2003513,25000,0.001029,0.001106,0.014786,0.87116
scaffold_8,2017092,2051349,2031353,25000,0.000989,0.00105,0.013712,0.867538
scaffold_8,2051350,2085899,2066695,25000,0.000953,0.000869,0.007776,0.797852
scaffold_8,2085900,2112221,2098907,25000,0.001586,0.001541,0.012547,0.783817
scaffold_8,2112222,2159169,2132741,25000,0.000686,0.000642,0.010406,0.885332
scaffold_8,2159170,2192768,2177590,25000,0.00075,0.000832,0.009775,0.856721
scaffold_8,2192769,2219218,2205827,25000,0.001321,0.001199,0.004611,0.583312
scaffold_8,2219219,2244735,2231952,25000,0.001416,0.001352,0.009497,0.755271
scaffold_8,2244736,2270579,2257466,25000,0.001299,0.001426,0.007347,0.697202
scaffold_8,2270580,2296383,2283439,25000,0.001016,0.000944,0.009826,0.825111
scaffold_8,2296384,2322295,2309286,25000,0.001409,0.00156,0.016294,0.840041
scaffold_8,2322296,2351654,2338063,25000,0.001155,0.001076,0.015092,0.86834
scaffold_8,2351657,2380841,2366415,25000,0.00059,0.000714,0.01315,0.911478
scaffold_8,2380842,2409028,2394409,25000,0.000683,0.000827,0.011535,0.880508
scaffold_8,2409029,2445888,2426556,25000,0.000504,0.000744,0.007029,0.841203
scaffold_8,2445889,2480645,2461074,25000,0.000622,0.000642,0.005921,0.812031
scaffold_8,2480646,2506979,2493818,25000,0.000852,0.000893,0.016249,0.902675
scaffold_8,2506980,2533344,2519865,25000,0.001189,0.001558,0.012618,0.811603
scaffold_8,2533345,2558692,2546039,25000,0.000718,0.000709,0.010422,0.87747
scaffold_8,2558693,2586700,2572846,25000,0.000694,0.000767,0.000658,-0.055018
scaffold_8,2586701,2614371,2601140,25000,0.001122,0.001118,0.007301,0.74381
scaffold_8,2614372,2643544,2629052,25000,0.000884,0.00087,0.000806,-0.044572
scaffold_8,2643545,2672358,2657895,25000,0.000291,0.000243,0.000241,-0.055025
scaffold_8,2672359,2698026,2684916,25000,0.000516,0.000487,0.000452,-0.055258
scaffold_8,2698027,2726214,2712221,25000,0.000312,0.000293,0.000272,-0.055947
scaffold_8,2726216,2752479,2739551,25000,0.000267,0.000254,0.000243,-0.037736
scaffold_8,2752480,2782321,2765475,25000,0.00161,0.001566,0.008821,0.70567
scaffold_8,2782322,2807824,2795062,25000,0.000577,0.000521,0.014688,0.931302
scaffold_8,2807825,2845380,2828711,25000,0.000841,0.000892,0.006675,0.779127
scaffold_8,2845381,2870694,2857998,25000,0.001014,0.000939,0.004747,0.670213
scaffold_8,2870695,2895995,2883371,25000,0.000943,0.00095,0.011477,0.854168
scaffold_8,2895996,2921362,2908676,25000,0.000805,0.000909,0.007986,0.81409
scaffold_8,2921363,2948660,2935249,25000,0.000525,0.000642,0.012042,0.911152
scaffold_8,2948661,2975461,2961839,25000,0.000839,0.00086,0.016379,0.905872
scaffold_8,2975462,3001764,2988337,25000,0.000902,0.000896,0.01587,0.897589
scaffold_8,3001765,3032373,3015360,25000,0.001048,0.001217,0.014116,0.857781
scaffold_8,3032374,3057741,3045061,25000,0.001024,0.001022,0.01473,0.875826
scaffold_8,3057742,3097892,3075685,25000,0.000687,0.00081,0.01013,0.867821
scaffold_8,3097893,3123889,3110946,25000,0.000698,0.000646,0.012033,0.898973
scaffold_8,3123890,3150974,3137141,25000,0.000763,0.000837,0.012227,0.882632
scaffold_8,3150975,3177611,3164471,25000,0.000965,0.000915,0.010581,0.842771
scaffold_8,3177612,3203002,3190254,25000,0.001981,0.001776,0.013489,0.764858
scaffold_8,3203003,3231793,3217352,25000,0.001005,0.00097,0.009414,0.814992
scaffold_8,3231794,3265433,3247474,25000,0.000341,0.000369,0.008144,0.919737
scaffold_8,3265434,3291259,3278469,25000,0.001018,0.00104,0.006148,0.723673
scaffold_8,3291260,3333080,3315349,25000,0.000684,0.000754,0.006122,0.79818
scaffold_8,3333081,3363146,3349627,25000,0.001525,0.001541,0.012067,0.78338
scaffold_8,3363147,3396115,3377160,25000,0.000907,0.00088,0.009218,0.830606
scaffold_8,3396116,3422068,3409087,25000,0.001029,0.00128,0.010904,0.816375
scaffold_8,3422069,3448452,3435176,25000,0.001152,0.00106,0.014223,0.859547
scaffold_8,3448453,3474710,3461858,25000,0.000639,0.000858,0.013503,0.89972
scaffold_8,3474711,3505993,3492261,25000,0.00124,0.001274,0.009282,0.770622
scaffold_8,3505994,3532691,3518964,25000,0.001029,0.00102,0.005355,0.694109
scaffold_8,3532692,3561452,3548234,25000,0.000271,0.000336,0.004413,0.877109
scaffold_8,3561453,3587071,3574267,25000,0.000801,0.000784,0.015481,0.907002
scaffold_8,3587072,3613327,3600164,25000,0.000655,0.00071,0.015703,0.920541
scaffold_8,3613328,3639068,3626170,25000,0.000518,0.000594,0.004613,0.791891
scaffold_8,3639069,3667819,3654058,25000,0.00036,0.000486,0.008745,0.911266
scaffold_8,3667820,3693212,3680507,25000,0.000965,0.000864,0.013254,0.876528
scaffold_8,3693213,3722549,3708254,25000,0.000687,0.000655,0.006565,0.82211
scaffold_8,3722550,3759404,3736276,25000,0.001035,0.001018,0.007796,0.776346
scaffold_8,3759405,3784764,3772107,25000,0.002235,0.002288,0.007855,0.565599
scaffold_8,3784765,3810908,3797864,25000,0.000785,0.000812,0.008584,0.836911
scaffold_8,3810909,3836664,3823902,25000,0.000864,0.000849,0.0101,0.850322
scaffold_8,3836665,3864572,3851393,25000,0.000613,0.000765,0.009234,0.866169
scaffold_8,3864573,3892982,3879316,25000,0.000934,0.000946,0.014874,0.88641
scaffold_8,3892983,3919213,3906287,25000,0.001058,0.001071,0.011832,0.841884
scaffold_8,3919214,3944666,3931969,25000,0.001395,0.001292,0.010432,0.780776
scaffold_8,3944667,3974160,3957861,25000,0.002042,0.002045,0.019022,0.813847
scaffold_8,3974161,4003020,3988341,25000,0.001027,0.001013,0.008138,0.786002
scaffold_8,4003021,4029212,4016268,25000,0.000736,0.00073,0.018255,0.926357
scaffold_8,4029213,4055940,4042542,25000,0.001756,0.001753,0.01943,0.841342
scaffold_8,4055941,4093639,4070491,25000,0.001238,0.001274,0.007184,0.712974
scaffold_8,4093640,4137183,4113264,25000,0.000816,0.000895,0.003915,0.65297
scaffold_8,4137184,4167728,4150900,25000,0.00084,0.000912,0.000781,-0.060251
scaffold_8,4167729,4195321,4182123,25000,0.001595,0.001531,0.006517,0.625172
scaffold_8,4195322,4221249,4208092,25000,0.001236,0.001147,0.019524,0.889476
scaffold_8,4221250,4259819,4236318,25000,0.000908,0.001202,0.007021,0.744829
scaffold_8,4259820,4295345,4277483,25000,0.00058,0.000665,0.008969,0.872532
scaffold_8,4295346,4321680,4308355,25000,0.000958,0.001055,0.013521,0.86741
scaffold_8,4321687,4351026,4336587,25000,0.000429,0.00048,0.017607,0.951763
scaffold_8,4351027,4376861,4364046,25000,0.001627,0.001575,0.014566,0.809974
scaffold_8,4376862,4408603,4390749,25000,0.00065,0.000582,0.012505,0.908771
scaffold_8,4408606,4437759,4423144,25000,0.000542,0.000529,0.010684,0.908323
scaffold_8,4437760,4466934,4451576,25000,0.000881,0.000835,0.01806,0.912871
scaffold_8,4466935,4518780,4488286,25000,0.000555,0.000589,0.013461,0.921749
scaffold_8,4518781,4541212,4530605,17704,0.00126,0.001262,0.020711,0.888389
scaffold_9,2824,32511,17544,25000,0.001027,0.001016,0.008436,0.792509
scaffold_9,32512,58768,45684,25000,0.002316,0.002359,0.013595,0.717125
scaffold_9,58769,84539,71628,25000,0.001157,0.001327,0.010007,0.78786
scaffold_9,84540,112039,97796,25000,0.001132,0.000966,0.009215,0.80383
scaffold_9,112040,137534,124748,25000,0.00098,0.001014,0.009608,0.819673
scaffold_9,137535,163367,150472,25000,0.001161,0.001574,0.006119,0.646531
scaffold_9,163368,203743,187248,25000,0.001136,0.001087,0.00812,0.768489
scaffold_9,203744,246820,230206,25000,0.000982,0.001014,0.008596,0.797104
scaffold_9,246821,272329,259511,25000,0.000674,0.000735,0.007127,0.827527
scaffold_9,272330,303161,288597,25000,0.001067,0.000941,0.006994,0.756835
scaffold_9,303162,346511,319786,25000,0.001327,0.001591,0.01379,0.813497
scaffold_9,346512,383043,364569,25000,0.001721,0.001651,0.006235,0.586755
scaffold_9,383044,409781,396884,25000,0.000859,0.000754,0.01187,0.878349
scaffold_9,409782,435812,422794,25000,0.001378,0.001334,0.008169,0.72564
scaffold_9,435813,462574,448935,25000,0.001109,0.000981,0.013762,0.864972
scaffold_9,462575,494127,479870,25000,0.000829,0.000807,0.012811,0.883264
scaffold_9,494128,525315,510832,25000,0.000703,0.000617,0.011965,0.899482
scaffold_9,525316,552239,539049,25000,0.000955,0.000948,0.011787,0.857013
scaffold_9,552240,578223,565153,25000,0.001091,0.000992,0.005171,0.676088
scaffold_9,578224,615311,593966,25000,0.001753,0.00155,0.008057,0.671269
scaffold_9,615312,666555,639427,25000,0.000846,0.000786,0.005524,0.752195
scaffold_9,666556,693141,680364,25000,0.000937,0.000846,0.003567,0.612157
scaffold_9,693142,720408,706413,25000,0.000217,0.000206,0.000193,-0.050141
scaffold_9,720409,752332,737199,25000,0.000701,0.000659,0.000608,-0.058768
scaffold_9,752333,780786,767255,25000,0.001304,0.001296,0.001203,-0.040609
scaffold_9,780787,805858,793335,25000,0.000491,0.000554,0.000486,-0.03823
scaffold_9,805859,835770,822429,25000,0.001032,0.000997,0.001574,0.224942
scaffold_9,835771,876543,854637,25000,0.001048,0.001066,0.00515,0.670952
scaffold_9,876544,902502,889332,25000,0.000888,0.000838,0.004954,0.713944
scaffold_9,902503,928451,915558,25000,0.001189,0.001264,0.008377,0.754217
scaffold_9,928452,957445,943146,25000,0.001144,0.001846,0.016381,0.83474
scaffold_9,957446,983646,970428,25000,0.001118,0.001331,0.014277,0.848722
scaffold_9,983647,1016835,998858,25000,0.000812,0.000809,0.014441,0.898473
scaffold_9,1016836,1043766,1029904,25000,0.001301,0.001191,0.01083,0.801912
scaffold_9,1043767,1071184,1057417,25000,0.001797,0.001566,0.006241,0.588782
scaffold_9,1071185,1119522,1094054,25000,0.000782,0.000807,0.007465,0.815431
scaffold_9,1119523,1160522,1142087,25000,0.000838,0.000706,0.011145,0.875586
scaffold_9,1160523,1196413,1181295,25000,0.000457,0.000362,0.007208,0.895519
scaffold_9,1196414,1228270,1212519,25000,0.00115,0.001153,0.009703,0.795249
scaffold_9,1228271,1256184,1242722,25000,0.000622,0.000592,0.010907,0.899333
scaffold_9,1256185,1283340,1269511,25000,0.000598,0.000528,0.010895,0.906181
scaffold_9,1283341,1317900,1301353,25000,0.000788,0.000649,0.013282,0.901987
scaffold_9,1317901,1354134,1333772,25000,0.000371,0.000275,0.011217,0.944556
scaffold_9,1354136,1382496,1368005,25000,0.00078,0.000571,0.012187,0.896627
scaffold_9,1382497,1408261,1395294,25000,0.001664,0.001669,0.016754,0.826548
scaffold_9,1408262,1440081,1425995,25000,0.000631,0.000648,0.016197,0.927102
scaffold_9,1440082,1468329,1455500,25000,0.000462,0.000504,0.004097,0.797654
scaffold_9,1468330,1496792,1482411,25000,0.000665,0.000691,0.011062,0.889635
scaffold_9,1496793,1525742,1510853,25000,0.000763,0.000705,0.011539,0.885687
scaffold_9,1525743,1560470,1543474,25000,0.000637,0.0007,0.014043,0.913275
scaffold_9,1560471,1598377,1577339,25000,0.000811,0.000928,0.022747,0.927759
scaffold_9,1598378,1627965,1614447,25000,0.000915,0.000948,0.012259,0.864848
scaffold_9,1627966,1653920,1641056,25000,0.001155,0.001313,0.019954,0.888691
scaffold_9,1653921,1679256,1666558,25000,0.000793,0.000845,0.015259,0.902708
scaffold_9,1679257,1705819,1692865,25000,0.001412,0.001206,0.019347,0.878802
scaffold_9,1705820,1732092,1719122,25000,0.000943,0.000952,0.020599,0.916091
scaffold_9,1732093,1759186,1745597,25000,0.001277,0.001097,0.023831,0.909746
scaffold_9,1759187,1786514,1773362,25000,0.000822,0.000869,0.019793,0.921832
scaffold_9,1786515,1817140,1803473,25000,0.001262,0.001213,0.024745,0.909061
scaffold_9,1817141,1845489,1831164,25000,0.000842,0.000816,0.027608,0.944116
scaffold_9,1845490,1872086,1858995,25000,0.000895,0.001073,0.020568,0.912825
scaffold_9,1872087,1898044,1885166,25000,0.002025,0.002087,0.01739,0.796943
scaffold_9,1898046,1924785,1911492,25000,0.000814,0.000846,0.012647,0.881589
scaffold_9,1924786,1956671,1941295,25000,0.000815,0.000821,0.01215,0.879381
scaffold_9,1956672,1982665,1969775,25000,0.002014,0.001968,0.018154,0.81034
scaffold_9,1982666,2013144,1998900,25000,0.000645,0.00082,0.011901,0.887278
scaffold_9,2013145,2051629,2037024,25000,0.000632,0.000683,0.016317,0.925835
scaffold_9,2051630,2084906,2065077,25000,0.001404,0.00139,0.006821,0.671427
scaffold_9,2084907,2112687,2098781,25000,0.000864,0.001005,0.006229,0.748839
scaffold_9,2112688,2148989,2129941,25000,0.001558,0.001309,0.011002,0.775022
scaffold_9,2148990,2186709,2166197,25000,0.001043,0.001333,0.010936,0.810507
scaffold_9,2186710,2219867,2204976,25000,0.002102,0.00206,0.014902,0.764339
scaffold_9,2219868,2247472,2233331,25000,0.001254,0.000919,0.011921,0.839984
scaffold_9,2247473,2272820,2260167,25000,0.001178,0.001002,0.005149,0.657866
scaffold_9,2272821,2303862,2290521,25000,0.0012,0.001298,0.010806,0.801088
scaffold_9,2303863,2344422,2323061,25000,0.000338,0.000439,0.006645,0.893695
scaffold_9,2344423,2371610,2358237,25000,0.000938,0.000765,0.012499,0.878039
scaffold_9,2371611,2401356,2387601,25000,0.000411,0.000419,0.013181,0.940748
scaffold_9,2401357,2427332,2414300,25000,0.00087,0.000881,0.010371,0.850039
scaffold_9,2427333,2463156,2446708,25000,0.001028,0.001134,0.011311,0.83013
scaffold_9,2463157,2497785,2481464,25000,0.000386,0.000276,0.012735,0.950889
scaffold_9,2497786,2525909,2511710,25000,0.000862,0.00076,0.012157,0.880455
scaffold_9,2525910,2566361,2542277,25000,0.00061,0.000595,0.012357,0.910703
scaffold_9,2566362,2592380,2579426,25000,0.001217,0.001324,0.014733,0.84795
scaffold_9,2592381,2618298,2605329,25000,0.002711,0.00273,0.01306,0.666716
scaffold_9,2618299,2644493,2631574,25000,0.001174,0.001665,0.008539,0.7253
scaffold_9,2644494,2679372,2666117,25000,0.000859,0.000781,0.013066,0.88658
scaffold_9,2679373,2721297,2700722,25000,0.00077,0.000762,0.012747,0.891072
scaffold_9,2721298,2751711,2737486,25000,0.000996,0.000907,0.00109,0.071334
scaffold_9,2751712,2780312,2766106,25000,0.000624,0.000516,0.008705,0.880474
scaffold_9,2780313,2810108,2793703,25000,0.000478,0.000676,0.005194,0.80804
scaffold_9,2810109,2837762,2822983,25000,0.000671,0.000601,0.009864,0.883495
scaffold_9,2837763,2863344,2850612,25000,0.000623,0.00065,0.010688,0.89259
scaffold_9,2863345,2914112,2881306,25000,0.000821,0.000829,0.014086,0.892395
scaffold_9,2914113,2948332,2933648,25000,0.000906,0.000751,0.005265,0.737641
scaffold_9,2948333,2974841,2961381,25000,0.00062,0.000606,0.010332,0.893196
scaffold_9,2974842,3000590,2987701,25000,0.001016,0.001048,0.014259,0.870144
scaffold_9,3000591,3029641,3014691,25000,0.00064,0.00051,0.010147,0.896846
scaffold_9,3029642,3055826,3042498,25000,0.000814,0.000758,0.007015,0.80655
scaffold_9,3055827,3081695,3068766,25000,0.001359,0.001525,0.006184,0.631418
scaffold_9,3081696,3107630,3094588,25000,0.000723,0.00085,0.013719,0.896419
scaffold_9,3107631,3141416,3122651,25000,0.000855,0.0009,0.017871,0.910675
scaffold_9,3141417,3167395,3154168,25000,0.000596,0.000659,0.014897,0.922897
scaffold_9,3167396,3206210,3186695,25000,0.000851,0.00087,0.012406,0.878238
scaffold_9,3206211,3241801,3221395,25000,0.002112,0.002214,0.008226,0.594859
scaffold_9,3241802,3267491,3254688,25000,0.001841,0.001889,0.016495,0.805023
scaffold_9,3267492,3296704,3281747,25000,0.000847,0.000736,0.00546,0.756241
