scaffold,start,end,mid,sites,pi1,pi2,dxy,fst,window_size,window_name
scaffold_133,120914,150465,136900,25000,0.002366,0.001702,0.002136,0.003293,271223,scaffold_133_1
scaffold_133,150466,206499,188083,25000,0.000921,0.000921,0.000803,-0.073107,271223,scaffold_133_1
scaffold_133,206518,261384,232463,25000,0.002327,0.00143,0.001824,-0.015782,271223,scaffold_133_1
scaffold_133,289943,372707,342193,25000,0.004247,0.003554,0.00368,-0.035433,222850,scaffold_133_2
scaffold_133,372708,444208,403945,25000,0.001695,0.001778,0.001851,0.032997,222850,scaffold_133_2
scaffold_133,444209,534588,468708,25000,0.002316,0.002274,0.002411,0.026204,222850,scaffold_133_2
scaffold_133,534589,569917,551140,25000,0.001664,0.002018,0.002057,0.058736,136249,scaffold_133_3
scaffold_133,569918,656388,595461,23598,0.00145,0.001555,0.001398,-0.038553,136249,scaffold_133_3
scaffold_135,365083,485908,413115,25000,0.001987,0.002519,0.002283,0.007071,129144,scaffold_135_1
scaffold_135,485909,519616,498515,13541,0.001707,0.001957,0.002024,0.068532,129144,scaffold_135_1
scaffold_138,1,109953,52355,25000,0.002745,0.00268,0.002794,0.015874,185799,scaffold_138_1
scaffold_138,109954,275669,183934,25000,0.003144,0.002852,0.002841,-0.028664,185799,scaffold_138_1
scaffold_138,337943,478958,447706,25000,0.003884,0.003989,0.003818,-0.015773,242554,scaffold_138_2
scaffold_138,478960,611778,550897,20593,0.005424,0.005295,0.005159,-0.021934,242554,scaffold_138_2
scaffold_139,193230,295040,225492,25000,0.001947,0.002025,0.001831,-0.043376,146296,scaffold_139_1
scaffold_139,412740,451405,431499,25000,0.001073,0.002514,0.002439,0.161177,144664,scaffold_139_2
scaffold_139,451406,483490,467441,25000,0.000866,0.000909,0.000786,-0.065233,144664,scaffold_139_2
scaffold_139,483491,547081,516161,25000,0.000943,0.000859,0.000804,-0.067643,144664,scaffold_139_2
scaffold_14,31214,67812,50689,25000,0.003065,0.003598,0.004156,0.116651,102461,scaffold_14_1
scaffold_14,67813,108989,91286,25000,0.003571,0.003252,0.003191,-0.035725,102461,scaffold_14_1
scaffold_14,108990,219782,159127,25000,0.000733,0.000785,0.000677,-0.060971,227929,scaffold_14_2
scaffold_14,219783,270279,236187,25000,0.000688,0.004354,0.002678,0.032117,227929,scaffold_14_2
scaffold_14,270280,299272,284862,25000,0.001657,0.00351,0.002709,0.025325,227929,scaffold_14_2
scaffold_14,299273,407312,362187,25000,0.003496,0.002196,0.003434,0.099247,227929,scaffold_14_2
scaffold_14,407313,515268,445221,25000,0.005427,0.002887,0.005089,0.106764,175314,scaffold_14_3
scaffold_14,515269,600947,554700,25000,0.002528,0.002945,0.00387,0.18093,175314,scaffold_14_3
scaffold_14,821341,932062,863582,25000,0.006983,0.006726,0.007883,0.074122,117135,scaffold_14_4
scaffold_14,932063,995965,968494,25000,0.002716,0.001727,0.002504,0.063452,150420,scaffold_14_5
scaffold_14,995966,1052564,1019416,25000,0.002268,0.002765,0.003274,0.138276,150420,scaffold_14_5
scaffold_14,1268203,1361660,1331576,25000,0.002108,0.002126,0.002241,0.029375,357073,scaffold_14_6
scaffold_14,1361661,1418365,1391302,25000,0.001187,0.000872,0.000929,-0.030466,357073,scaffold_14_6
scaffold_14,1418366,1547433,1494116,25000,0.003689,0.003445,0.004371,0.107267,357073,scaffold_14_6
scaffold_14,1547434,1630521,1593171,25000,0.003786,0.003577,0.00368,-0.000249,357073,scaffold_14_6
scaffold_14,1852988,1943777,1880152,25000,0.003357,0.003984,0.003268,-0.062129,181136,scaffold_14_7
scaffold_14,1943778,1995193,1965049,25000,0.003874,0.003064,0.004007,0.074215,181136,scaffold_14_7
scaffold_14,2064587,2158794,2122093,25000,0.002314,0.003754,0.003561,0.084866,155640,scaffold_14_8
scaffold_14,2158795,2312331,2247258,25000,0.001892,0.002415,0.002259,0.02551,102507,scaffold_14_9
scaffold_14,2486180,2545103,2518116,25000,0.00089,0.000922,0.00079,-0.072963,258949,scaffold_14_10
scaffold_14,2545104,2584284,2561247,25000,0.000768,0.000556,0.000577,-0.0735,258949,scaffold_14_10
scaffold_14,2584285,2654280,2618536,25000,0.001204,0.001198,0.001052,-0.070893,258949,scaffold_14_10
scaffold_14,2654281,2715767,2686203,25000,0.002191,0.002495,0.002281,-0.014258,258949,scaffold_14_10
scaffold_141,16432,314374,203758,25000,0.008936,0.006639,0.008005,0.014644,181058,scaffold_141_1
scaffold_141,314375,395446,362436,25000,0.006373,0.007369,0.00663,-0.019049,181058,scaffold_141_1
scaffold_144,25,35207,17031,25000,0.001321,0.002325,0.001657,-0.051106,161751,scaffold_144_1
scaffold_144,35208,69730,51885,25000,0.004038,0.003903,0.004398,0.051597,161751,scaffold_144_1
scaffold_144,69731,98637,84419,25000,0.002371,0.003794,0.0028,-0.051326,161751,scaffold_144_1
scaffold_144,98638,149265,121966,25000,0.002452,0.003966,0.003369,0.025814,161751,scaffold_144_1
scaffold_144,298077,350753,320300,25000,0.00114,0.00106,0.00127,0.074005,291956,scaffold_144_2
scaffold_144,350754,380361,365589,25000,0.002094,0.002597,0.002101,-0.058912,291956,scaffold_144_2
scaffold_144,380362,425031,402864,25000,0.002091,0.003829,0.002828,-0.024373,291956,scaffold_144_2
scaffold_144,425032,480653,461865,25000,0.0029,0.003056,0.003404,0.068929,291956,scaffold_144_2
scaffold_144,480654,509227,494793,25000,0.00214,0.004267,0.003202,-0.000209,291956,scaffold_144_2
scaffold_144,509228,544331,528559,25000,0.001615,0.002413,0.001886,-0.043757,291956,scaffold_144_2
scaffold_145,7255,105621,52437,25000,0.001366,0.001517,0.001474,0.004281,172119,scaffold_145_1
scaffold_145,105622,194737,152075,25000,0.002203,0.00251,0.003364,0.193334,172119,scaffold_145_1
scaffold_145,194741,362198,279056,25000,0.004173,0.003972,0.005561,0.168374,150863,scaffold_145_2
scaffold_145,362199,589465,445169,25000,0.005672,0.00717,0.008494,0.146865,109933,scaffold_145_3
scaffold_146,40945,66951,53969,25000,0.001889,0.001876,0.001866,-0.00444,105374,scaffold_146_1
scaffold_146,66952,108162,85554,25000,0.00069,0.001197,0.000948,0.002466,105374,scaffold_146_1
scaffold_146,108163,248555,187434,25000,0.001254,0.000979,0.001176,0.026796,111457,scaffold_146_2
scaffold_146,382762,467568,436794,25000,0.00142,0.001271,0.001209,-0.055676,178811,scaffold_146_3
scaffold_146,467569,548943,493230,25000,0.00189,0.001914,0.001905,0.00099,178811,scaffold_146_3
scaffold_146,548944,589600,571798,21664,0.001455,0.00113,0.001263,0.005793,178811,scaffold_146_3
scaffold_149,25335,190315,122867,25000,0.008891,0.00977,0.00878,-0.032461,108075,scaffold_149_1
scaffold_149,368491,507559,453622,25000,0.002855,0.002703,0.002844,0.01229,231937,scaffold_149_2
scaffold_149,507560,526912,516941,16931,0.003951,0.007728,0.007213,0.111426,231937,scaffold_149_2
scaffold_150,1,26071,13035,25000,0.001292,0.001142,0.002136,0.289369,362517,scaffold_150_1
scaffold_150,26072,54945,40347,25000,0.001595,0.001008,0.005191,0.616666,362517,scaffold_150_1
scaffold_150,54946,80190,67579,25000,0.001489,0.001827,0.003123,0.320375,362517,scaffold_150_1
scaffold_150,80191,120761,102778,25000,0.000812,0.000979,0.001741,0.334711,362517,scaffold_150_1
scaffold_150,120762,201405,152759,25000,0.000868,0.000827,0.000755,-0.061907,362517,scaffold_150_1
scaffold_150,201406,228050,214560,25000,0.001912,0.002373,0.002908,0.159973,362517,scaffold_150_1
scaffold_150,228051,257231,241162,25000,0.001304,0.001277,0.001171,-0.052053,362517,scaffold_150_1
scaffold_150,257232,332295,303048,25000,0.000926,0.000889,0.000876,-0.018347,362517,scaffold_150_1
scaffold_150,429949,455655,442843,25000,0.001713,0.001997,0.001797,-0.01691,146265,scaffold_150_2
scaffold_150,455656,482847,469681,25000,0.001904,0.001647,0.003895,0.389012,146265,scaffold_150_2
scaffold_150,482848,519963,506150,25000,0.000915,0.000857,0.000773,-0.073289,146265,scaffold_150_2
scaffold_151,102846,148387,123730,25000,0.002038,0.002171,0.002246,0.034732,388097,scaffold_151_1
scaffold_151,148389,228355,180050,25000,0.003028,0.003149,0.003273,0.030727,388097,scaffold_151_1
scaffold_151,228356,361408,306308,25000,0.001748,0.002554,0.002698,0.11946,388097,scaffold_151_1
scaffold_151,361409,478816,402622,25000,0.002882,0.004701,0.006675,0.288637,388097,scaffold_151_1
scaffold_153,1,27913,13818,25000,0.002989,0.00291,0.002596,-0.0682,472989,scaffold_153_1
scaffold_153,27914,124747,56873,25000,0.004207,0.004267,0.003726,-0.068787,472989,scaffold_153_1
scaffold_153,124748,228154,173893,25000,0.001109,0.001372,0.001257,0.00341,472989,scaffold_153_1
scaffold_153,228155,300583,281684,25000,0.002458,0.002634,0.002404,-0.030664,472989,scaffold_153_1
scaffold_153,300584,377589,333013,25000,0.002517,0.002613,0.002512,-0.011203,472989,scaffold_153_1
scaffold_153,377590,439689,403725,25000,0.002279,0.001827,0.001941,-0.030123,472989,scaffold_153_1
scaffold_153,439690,531074,472311,25000,0.003518,0.003655,0.003263,-0.050596,472989,scaffold_153_1
scaffold_154,76284,189604,163337,25000,0.00132,0.001323,0.001167,-0.064433,431608,scaffold_154_1
scaffold_154,189605,231362,203458,25000,0.001364,0.002024,0.001853,0.047728,431608,scaffold_154_1
scaffold_154,231363,316081,297489,25000,0.00222,0.002464,0.002292,-0.011466,431608,scaffold_154_1
scaffold_154,316082,438211,379571,25000,0.001196,0.001889,0.001327,-0.080428,431608,scaffold_154_1
scaffold_154,438212,474009,459207,25000,0.001333,0.001215,0.002065,0.263856,431608,scaffold_154_1
scaffold_154,474010,555891,511489,19475,0.002608,0.002877,0.003251,0.087474,431608,scaffold_154_1
scaffold_155,144254,526028,450884,25000,0.003122,0.003575,0.003586,0.03642,138599,scaffold_155_1
scaffold_155,526029,549106,538173,17239,0.002895,0.004523,0.003745,0.035148,138599,scaffold_155_1
scaffold_156,436835,529707,503504,25000,0.002347,0.002532,0.002309,-0.029499,230340,scaffold_156_2
scaffold_157,102539,180635,142296,25000,0.001116,0.001269,0.001063,-0.061515,193691,scaffold_157_1
scaffold_157,180636,301930,264509,25000,0.003447,0.004537,0.007155,0.290685,193691,scaffold_157_1
scaffold_157,301931,380016,339649,25000,0.002563,0.001837,0.002518,0.069641,142866,scaffold_157_2
scaffold_16,57815,84563,71388,25000,0.002747,0.001659,0.003045,0.169464,178898,scaffold_16_1
scaffold_16,84565,149399,120103,25000,0.000811,0.001034,0.000825,-0.059823,178898,scaffold_16_1
scaffold_16,481894,575407,522842,25000,0.001326,0.001294,0.001141,-0.073619,124920,scaffold_16_2
scaffold_16,575408,624726,608203,25000,0.001191,0.001367,0.001148,-0.057669,243848,scaffold_16_3
scaffold_16,624727,707944,664357,25000,0.001473,0.001454,0.001398,-0.024417,243848,scaffold_16_3
scaffold_16,707945,814044,755971,25000,0.001398,0.001692,0.00151,-0.012398,243848,scaffold_16_3
scaffold_16,893305,1021310,977445,25000,0.000991,0.001191,0.000967,-0.070468,103730,scaffold_16_4
scaffold_16,1414166,1478897,1443294,25000,0.002199,0.002252,0.002222,-0.000953,160238,scaffold_16_5
scaffold_16,1478898,1514190,1500066,25000,0.002085,0.001842,0.001806,-0.044679,160238,scaffold_16_5
scaffold_16,1514191,1621775,1581511,25000,0.002588,0.002823,0.002383,-0.067909,290916,scaffold_16_6
scaffold_16,1621776,1671161,1643061,25000,0.003023,0.003376,0.003359,0.025932,290916,scaffold_16_6
scaffold_16,1671162,1770525,1706015,25000,0.005753,0.005043,0.005626,0.022018,290916,scaffold_16_6
scaffold_16,1770526,1875178,1798056,25000,0.003089,0.004334,0.004127,0.056308,290916,scaffold_16_6
scaffold_16,1875179,1996433,1946868,25000,0.003602,0.004113,0.003768,-0.012541,388378,scaffold_16_7
scaffold_16,1996434,2028785,2010370,25000,0.003096,0.003506,0.004446,0.156101,388378,scaffold_16_7
scaffold_16,2028786,2075321,2052358,25000,0.004261,0.001939,0.003437,0.054808,388378,scaffold_16_7
scaffold_16,2075322,2220706,2137216,25000,0.001593,0.002346,0.001933,-0.009727,388378,scaffold_16_7
scaffold_16,2386751,2532096,2474482,25000,0.004325,0.003794,0.005307,0.140846,231190,scaffold_16_8
scaffold_16,2532097,2575884,2550719,25000,0.002208,0.00333,0.003087,0.05774,231190,scaffold_16_8
scaffold_16,2697235,2765233,2734641,25000,0.007107,0.005423,0.006306,0.003445,255779,scaffold_16_9
scaffold_16,2765234,2825301,2802867,25000,0.003111,0.002724,0.002673,-0.046758,255779,scaffold_16_9
scaffold_16,2825302,2918462,2886923,14635,0.003492,0.003557,0.003323,-0.032616,255779,scaffold_16_9
scaffold_161,14312,369606,290186,25000,0.003259,0.002127,0.002571,-0.02484,145105,scaffold_161_1
scaffold_161,369607,459353,403085,25000,0.003147,0.00336,0.003532,0.043611,145105,scaffold_161_1
scaffold_163,312821,456072,374407,25000,0.00569,0.005981,0.006107,0.024225,126320,scaffold_163_1
scaffold_17,19668,194598,105013,25000,0.004495,0.004348,0.006651,0.206857,147236,scaffold_17_1
scaffold_17,194599,249559,211724,25000,0.002251,0.002869,0.002525,-0.025093,147236,scaffold_17_1
scaffold_17,249560,327604,290440,25000,0.001266,0.002265,0.001753,-0.013694,169391,scaffold_17_2
scaffold_17,327605,498517,383136,25000,0.001637,0.002605,0.002455,0.077447,169391,scaffold_17_2
scaffold_17,581420,628919,603010,25000,0.003063,0.004695,0.00523,0.156708,312487,scaffold_17_3
scaffold_17,628920,688171,656594,25000,0.001556,0.002125,0.001827,-0.00402,312487,scaffold_17_3
scaffold_17,688172,722050,702701,25000,0.002048,0.002183,0.002109,-0.001734,312487,scaffold_17_3
scaffold_17,722051,762567,740697,25000,0.000983,0.001122,0.000936,-0.062613,312487,scaffold_17_3
scaffold_17,762568,814206,785694,25000,0.002839,0.002312,0.002375,-0.043412,312487,scaffold_17_3
scaffold_17,814207,889362,854165,25000,0.001237,0.00091,0.000949,-0.066131,312487,scaffold_17_3
scaffold_17,944189,1015883,983764,25000,0.000732,0.000707,0.000719,-0.000201,456832,scaffold_17_4
scaffold_17,1015884,1097669,1049044,25000,0.003026,0.001853,0.003373,0.165121,456832,scaffold_17_4
scaffold_17,1097670,1129107,1113924,25000,0.001681,0.001694,0.002295,0.159919,456832,scaffold_17_4
scaffold_17,1129108,1222511,1175880,25000,0.001657,0.002052,0.001807,-0.018073,456832,scaffold_17_4
scaffold_17,1222512,1260112,1244527,25000,0.000737,0.006565,0.006599,0.237677,456832,scaffold_17_4
scaffold_17,1260113,1361381,1302925,25000,0.004461,0.005024,0.006839,0.186135,456832,scaffold_17_4
scaffold_17,1361382,1477524,1414512,25000,0.002598,0.002283,0.002194,-0.0569,456832,scaffold_17_4
scaffold_17,1477525,1516158,1495911,25000,0.00168,0.002554,0.002317,0.01989,164229,scaffold_17_5
scaffold_17,1516159,1560823,1531833,25000,0.003029,0.002522,0.005153,0.313616,164229,scaffold_17_5
scaffold_17,1560824,1604409,1580641,25000,0.002924,0.002451,0.002368,-0.06769,164229,scaffold_17_5
scaffold_17,1604410,1666614,1628452,25000,0.003123,0.003131,0.002726,-0.073372,334223,scaffold_17_6
scaffold_17,1666615,1708971,1684118,25000,0.001971,0.002392,0.003218,0.202188,334223,scaffold_17_6
scaffold_17,1708972,1806384,1743046,25000,0.002363,0.003041,0.002825,0.022241,334223,scaffold_17_6
scaffold_17,1806385,1853776,1821761,25000,0.004846,0.005033,0.00509,0.015973,334223,scaffold_17_6
scaffold_17,1853777,1898882,1879399,25000,0.002017,0.002181,0.002123,0.006144,334223,scaffold_17_6
scaffold_17,1898883,1954680,1931559,25000,0.005386,0.005497,0.005467,0.002452,334223,scaffold_17_6
scaffold_17,2303618,2350759,2328996,25000,0.002432,0.002198,0.002513,0.043537,136746,scaffold_17_7
scaffold_171,10089,137509,44764,25000,0.00122,0.001148,0.00112,-0.029648,104992,scaffold_171_1
scaffold_171,137510,171799,154056,25000,0.001158,0.001549,0.001233,-0.049824,119574,scaffold_171_2
scaffold_171,171800,203521,189973,25000,0.003162,0.001055,0.002026,-0.021461,119574,scaffold_171_2
scaffold_171,203522,302234,283767,25000,0.001314,0.001298,0.001206,-0.042631,189817,scaffold_171_3
scaffold_171,302235,344287,322105,25000,0.001374,0.00262,0.001873,-0.03428,189817,scaffold_171_3
scaffold_171,344288,400098,366641,25000,0.001833,0.001697,0.001682,-0.025506,189817,scaffold_171_3
scaffold_171,400099,460893,429923,18958,0.002627,0.002588,0.002483,-0.025166,189817,scaffold_171_3
scaffold_172,20181,118395,65508,25000,0.005094,0.003915,0.004975,0.052803,179842,scaffold_172_1
scaffold_172,288682,375436,344873,25000,0.001536,0.001442,0.001431,-0.020984,132643,scaffold_172_2
scaffold_172,375437,416427,395562,25000,0.002945,0.002344,0.002876,0.044537,132643,scaffold_172_2
scaffold_172,416428,455241,444238,14151,0.002001,0.002625,0.002222,-0.021397,132643,scaffold_172_2
scaffold_173,8601,47352,29767,25000,0.001262,0.001491,0.00132,-0.026257,243632,scaffold_173_1
scaffold_173,47353,136482,92711,25000,0.001273,0.002255,0.001634,-0.040858,243632,scaffold_173_1
scaffold_173,136483,218437,172817,25000,0.0027,0.001599,0.002164,0.00375,243632,scaffold_173_1
scaffold_173,218438,427571,366643,25000,0.002057,0.001394,0.002345,0.160713,119218,scaffold_173_2
scaffold_173,427572,458796,446471,11681,0.004105,0.0038,0.005811,0.204199,119218,scaffold_173_2
scaffold_176,71540,182029,146726,25000,0.000977,0.002996,0.002379,0.095269,345591,scaffold_176_1
scaffold_176,182030,252455,211475,25000,0.001377,0.001323,0.001484,0.04726,345591,scaffold_176_1
scaffold_176,252456,280099,266419,25000,0.003701,0.003642,0.005164,0.178232,345591,scaffold_176_1
scaffold_176,280100,348365,318051,25000,0.001029,0.001186,0.001035,-0.036303,345591,scaffold_176_1
scaffold_176,348366,395703,373404,25000,0.001777,0.002031,0.001835,-0.019755,345591,scaffold_176_1
scaffold_18,1472058,1562091,1523870,25000,0.00376,0.00717,0.005537,0.006997,192277,scaffold_18_1
scaffold_18,1562092,1650224,1616755,25000,0.004733,0.006265,0.005593,0.009065,192277,scaffold_18_1
scaffold_18,1650225,1757362,1684397,25000,0.004622,0.005592,0.005221,0.01174,192277,scaffold_18_1
scaffold_18,1953681,2030999,1984603,25000,0.001587,0.002715,0.003258,0.215571,148691,scaffold_18_2
scaffold_18,2449264,2491977,2465020,25000,0.00373,0.001629,0.003225,0.097968,417283,scaffold_18_3
scaffold_18,2491978,2548142,2521552,25000,0.002372,0.001977,0.00244,0.061263,417283,scaffold_18_3
scaffold_18,2548143,2623175,2588415,25000,0.001794,0.001357,0.00153,-0.015687,417283,scaffold_18_3
scaffold_18,2623176,2724263,2678187,25000,0.001914,0.001499,0.001628,-0.024973,417283,scaffold_18_3
scaffold_18,2724264,2759357,2743500,25000,0.003713,0.001172,0.002765,0.065762,417283,scaffold_18_3
scaffold_18,2759358,2793051,2778875,25000,0.001198,0.002232,0.002174,0.124861,417283,scaffold_18_3
scaffold_183,170168,209164,188701,25000,0.004563,0.003591,0.003905,-0.023005,121871,scaffold_183_1
scaffold_183,209165,243357,223307,25000,0.004132,0.007799,0.005957,-0.00078,121871,scaffold_183_1
scaffold_185,60148,123881,94800,25000,0.001114,0.001721,0.001408,0.026437,137280,scaffold_185_1
scaffold_185,123882,169033,147300,25000,0.003199,0.003952,0.003452,-0.018824,137280,scaffold_185_1
scaffold_185,245165,312038,276535,25000,0.00234,0.002043,0.001944,-0.064174,124945,scaffold_185_2
scaffold_185,312039,357084,319610,11354,0.002163,0.002587,0.002564,0.064028,124945,scaffold_185_2
scaffold_186,268275,381116,311725,25000,0.003282,0.003183,0.003041,-0.032615,104500,scaffold_186_1
scaffold_188,16754,131162,78616,25000,0.001177,0.001111,0.001266,0.052466,390062,scaffold_188_1
scaffold_188,131163,244078,190606,25000,0.003099,0.002388,0.002454,-0.059471,390062,scaffold_188_1
scaffold_188,244079,300870,265514,25000,0.001797,0.002962,0.002777,0.05045,390062,scaffold_188_1
scaffold_188,300872,392519,338472,16679,0.002987,0.003071,0.002876,-0.027365,390062,scaffold_188_1
scaffold_19,356472,420561,388361,25000,0.005498,0.006343,0.005412,-0.047997,170457,scaffold_19_1
scaffold_19,420562,555362,484628,25000,0.006765,0.007488,0.006406,-0.056985,170457,scaffold_19_1
scaffold_19,1172864,1445053,1300188,25000,0.008869,0.010106,0.009204,-0.0162,138938,scaffold_19_2
scaffold_19,1445054,1629853,1531537,25000,0.01177,0.010826,0.011411,0.005307,231212,scaffold_19_3
scaffold_19,1629854,1730671,1687060,25000,0.010808,0.010715,0.012047,0.059871,181562,scaffold_19_4
scaffold_19,2044127,2144340,2098749,25000,0.001945,0.00178,0.003233,0.281807,321997,scaffold_19_5
scaffold_19,2144341,2183759,2161771,25000,0.001988,0.002252,0.002057,-0.015921,321997,scaffold_19_5
scaffold_19,2183760,2241877,2219436,25000,0.002639,0.000995,0.001724,-0.028088,321997,scaffold_19_5
scaffold_19,2241878,2310261,2279056,25000,0.001539,0.002099,0.002346,0.126552,321997,scaffold_19_5
scaffold_19,2310262,2355965,2332676,25000,0.00135,0.001429,0.001217,-0.070935,321997,scaffold_19_5
scaffold_19,2355966,2385168,2371500,25000,0.001695,0.002261,0.002891,0.197518,321997,scaffold_19_5
scaffold_19,2643354,2714796,2686698,20036,0.001865,0.002225,0.001995,-0.013155,119839,scaffold_19_6
scaffold_190,15553,59174,35760,25000,0.001257,0.000942,0.001073,-0.012515,349273,scaffold_190_1
scaffold_190,59175,115336,75746,25000,0.000835,0.000846,0.000784,-0.037068,349273,scaffold_190_1
scaffold_190,115337,162444,142723,25000,0.000831,0.001056,0.000818,-0.07666,349273,scaffold_190_1
scaffold_190,162445,206063,185214,25000,0.002011,0.001654,0.001995,0.045061,349273,scaffold_190_1
scaffold_190,206064,307982,272789,25000,0.002875,0.001521,0.002913,0.14413,349273,scaffold_190_1
scaffold_190,307983,348904,328757,25000,0.002369,0.001158,0.001827,0.018872,349273,scaffold_190_1
scaffold_192,12395,108034,44706,25000,0.001993,0.001352,0.002473,0.203286,297872,scaffold_192_1
scaffold_192,108035,154647,128131,25000,0.001696,0.002708,0.002098,-0.026004,297872,scaffold_192_1
scaffold_192,154649,196523,175821,25000,0.001745,0.001534,0.002181,0.145843,297872,scaffold_192_1
scaffold_192,196524,248213,224827,25000,0.001424,0.001258,0.001739,0.133049,297872,scaffold_192_1
scaffold_192,248214,292107,274433,25000,0.001277,0.001109,0.001188,-0.00249,297872,scaffold_192_1
scaffold_192,292108,323761,310369,25000,0.001494,0.001466,0.001404,-0.027936,297872,scaffold_192_1
scaffold_196,105705,203228,160382,25000,0.00563,0.007139,0.006081,-0.026044,170509,scaffold_196_1
scaffold_196,203229,260523,226520,25000,0.003678,0.007192,0.006039,0.055886,170509,scaffold_196_1
scaffold_196,260524,340535,297141,21531,0.00324,0.002713,0.002834,-0.026158,170509,scaffold_196_1
scaffold_2,86483,156405,125709,25000,0.003174,0.00399,0.003988,0.056978,394970,scaffold_2_1
scaffold_2,156406,223864,191664,25000,0.00401,0.002777,0.003826,0.063588,394970,scaffold_2_1
scaffold_2,223865,270993,237430,25000,0.001777,0.002409,0.001841,-0.068717,394970,scaffold_2_1
scaffold_2,270994,384558,324166,25000,0.001291,0.001092,0.001183,-0.00696,394970,scaffold_2_1
scaffold_2,384559,479059,450823,25000,0.001492,0.002353,0.002404,0.117884,394970,scaffold_2_1
scaffold_2,479060,612196,509419,25000,0.001827,0.002224,0.002323,0.072531,394970,scaffold_2_1
scaffold_2,612197,676771,639423,25000,0.003128,0.001874,0.002233,-0.060637,173896,scaffold_2_2
scaffold_2,676772,745447,704479,25000,0.004534,0.004203,0.004947,0.066012,173896,scaffold_2_2
scaffold_2,1026231,1133439,1077290,25000,0.008373,0.00668,0.007634,0.007558,231111,scaffold_2_3
scaffold_2,1133441,1223366,1173236,25000,0.00504,0.005761,0.005621,0.021295,231111,scaffold_2_3
scaffold_2,1223367,1280490,1252381,25000,0.003981,0.004625,0.004375,-0.001879,144285,scaffold_2_4
scaffold_2,1280491,1319526,1301094,25000,0.004178,0.006352,0.005755,0.047239,144285,scaffold_2_4
scaffold_2,1319527,1395500,1350386,25000,0.001831,0.002432,0.00203,-0.025974,144285,scaffold_2_4
scaffold_2,1395501,1469091,1447955,25000,0.002231,0.00535,0.003696,-0.013577,360285,scaffold_2_5
scaffold_2,1469093,1518782,1491998,25000,0.001304,0.001886,0.001481,-0.03973,360285,scaffold_2_5
scaffold_2,1518783,1657866,1589537,25000,0.004818,0.006565,0.006613,0.079498,360285,scaffold_2_5
scaffold_2,1852730,1982234,1925832,25000,0.007674,0.006895,0.007668,0.027297,154158,scaffold_2_6
scaffold_2,2126472,2211952,2161291,25000,0.004431,0.006677,0.007983,0.189099,340279,scaffold_2_7
scaffold_2,2211953,2271418,2241360,25000,0.004916,0.003455,0.004366,0.017493,340279,scaffold_2_7
scaffold_2,2271419,2322712,2300143,25000,0.007072,0.006487,0.007029,0.01924,340279,scaffold_2_7
scaffold_2,3048423,3099959,3069683,25000,0.005007,0.005914,0.005813,0.033252,184655,scaffold_2_8
scaffold_2,3099960,3161680,3126464,25000,0.006109,0.005553,0.006731,0.079808,184655,scaffold_2_8
scaffold_2,3161681,3218083,3187098,25000,0.011423,0.008643,0.009849,-0.009864,184655,scaffold_2_8
scaffold_2,3474994,3559918,3518812,25000,0.005514,0.005,0.005515,0.025465,125609,scaffold_2_9
scaffold_2,3760948,3961837,3886266,25000,0.003031,0.002203,0.00266,0.03038,102277,scaffold_2_10
scaffold_2,4920767,5041566,4954620,25000,0.00317,0.003226,0.003111,-0.014767,137974,scaffold_2_11
scaffold_20,1317057,1416041,1381486,25000,0.003499,0.002554,0.002971,-0.009872,179952,scaffold_20_2
scaffold_20,1416042,1482887,1432950,25000,0.003526,0.003342,0.003539,0.016059,179952,scaffold_20_2
scaffold_20,1482888,1586862,1541522,25000,0.003689,0.007893,0.005732,-0.005436,149937,scaffold_20_3
scaffold_20,1586863,1650387,1610708,25000,0.006301,0.011368,0.009347,0.021661,149937,scaffold_20_3
scaffold_20,1650388,1790297,1730992,25000,0.004643,0.008039,0.00803,0.092759,106711,scaffold_20_4
scaffold_20,1790298,1850224,1816651,25000,0.004911,0.004003,0.007236,0.249577,179754,scaffold_20_5
scaffold_20,1850225,1903593,1875810,25000,0.006601,0.009699,0.009927,0.104164,179754,scaffold_20_5
scaffold_20,1903594,2012052,1958701,25000,0.002842,0.003046,0.003084,0.024642,179754,scaffold_20_5
scaffold_20,2012053,2300363,2066047,25000,0.002923,0.002547,0.002879,0.027234,177425,scaffold_20_6
scaffold_20,2423187,2520883,2483142,25000,0.003472,0.003089,0.004606,0.172822,246074,scaffold_20_7
scaffold_20,2520884,2590966,2557256,25000,0.001954,0.002484,0.001991,-0.058017,246074,scaffold_20_7
scaffold_200,4557,56424,26270,25000,0.004833,0.005294,0.006382,0.121971,120972,scaffold_200_1
scaffold_200,187778,238823,219514,25000,0.004139,0.00535,0.004454,-0.033731,110138,scaffold_200_2
scaffold_200,238826,323384,281896,25000,0.002137,0.002414,0.002179,-0.023019,110138,scaffold_200_2
scaffold_202,23044,64787,40700,25000,0.001025,0.000929,0.000901,-0.043013,104053,scaffold_202_1
scaffold_202,233802,314456,284739,19310,0.001822,0.001419,0.001614,0.015457,131164,scaffold_202_2
scaffold_203,123441,175560,149496,25000,0.001826,0.001882,0.001901,0.01328,143419,scaffold_203_1
scaffold_203,175561,288484,218493,25000,0.002948,0.00231,0.003152,0.095877,143419,scaffold_203_1
