scaffold,start,end,mid,sites,pi1,pi2,dxy,fst,window_size,window_name
scaffold_1,1307334,1355673,1327883,25000,0.001756,0.002008,0.001887,0.001444,1144040,scaffold_1_2
scaffold_1,1355674,1403109,1385360,25000,0.002285,0.0023,0.002164,-0.030949,1004288,scaffold_1_3
scaffold_1,1403110,1487727,1447271,25000,0.001823,0.002142,0.001943,-0.010338,1004288,scaffold_1_3
scaffold_1,1487728,1571053,1541298,25000,0.001149,0.001036,0.00097,-0.061587,1004288,scaffold_1_3
scaffold_1,1571054,1621243,1594113,25000,0.001259,0.001277,0.001166,-0.043064,1004288,scaffold_1_3
scaffold_1,1621244,1714264,1668926,25000,0.00111,0.000971,0.00095,-0.052912,1004288,scaffold_1_3
scaffold_1,1714265,1769894,1743222,25000,0.001098,0.001266,0.001031,-0.073063,1004288,scaffold_1_3
scaffold_1,1769895,1826280,1800942,25000,0.001168,0.001612,0.001255,-0.054434,1004288,scaffold_1_3
scaffold_1,1826281,1899530,1873963,25000,0.000952,0.00104,0.000875,-0.06888,1004288,scaffold_1_3
scaffold_1,1899531,1958270,1920310,25000,0.00167,0.000888,0.001167,-0.062237,1004288,scaffold_1_3
scaffold_1,1958271,2000326,1978218,25000,0.0027,0.002245,0.002617,0.030228,1004288,scaffold_1_3
scaffold_1,2000327,2055924,2027656,25000,0.001187,0.001506,0.001218,-0.053829,1004288,scaffold_1_3
scaffold_1,2055925,2103971,2082193,25000,0.00113,0.00167,0.001357,-0.016819,1004288,scaffold_1_3
scaffold_1,2103972,2145466,2127154,25000,0.001183,0.001889,0.001504,-0.010771,1004288,scaffold_1_3
scaffold_1,2145467,2240247,2195662,25000,0.001051,0.001252,0.001123,-0.013065,1004288,scaffold_1_3
scaffold_1,2240248,2280450,2259358,25000,0.001841,0.001236,0.001527,-0.032987,1004288,scaffold_1_3
scaffold_1,2280451,2314332,2298405,25000,0.003407,0.002947,0.003256,0.013079,1004288,scaffold_1_3
scaffold_1,2314333,2358069,2335562,25000,0.001792,0.001162,0.001576,0.034616,1004288,scaffold_1_3
scaffold_1,2358070,2399592,2382112,25000,0.00117,0.002001,0.001638,0.017278,488339,scaffold_1_4
scaffold_1,2399593,2501597,2449787,25000,0.001054,0.001242,0.001055,-0.05747,488339,scaffold_1_4
scaffold_1,2501598,2547962,2516929,25000,0.00284,0.003171,0.002963,-0.00759,488339,scaffold_1_4
scaffold_1,2547963,2589363,2566534,25000,0.001072,0.001178,0.000996,-0.064913,488339,scaffold_1_4
scaffold_1,2589364,2638179,2606985,25000,0.002189,0.002184,0.002079,-0.027017,488339,scaffold_1_4
scaffold_1,2638180,2791534,2702506,25000,0.001775,0.001875,0.001674,-0.046115,488339,scaffold_1_4
scaffold_1,2791535,2843723,2811618,25000,0.001966,0.0029,0.002159,-0.061747,488339,scaffold_1_4
scaffold_1,2843724,2965194,2916871,25000,0.003433,0.00349,0.003556,0.014092,224654,scaffold_1_5
scaffold_1,2965195,3096715,3035102,25000,0.001013,0.001604,0.001236,-0.030636,224654,scaffold_1_5
scaffold_1,3355375,3403016,3381300,25000,0.001146,0.000714,0.00084,-0.054201,178510,scaffold_1_6
scaffold_1,3403017,3444599,3421784,25000,0.001282,0.00173,0.001561,0.018962,178510,scaffold_1_6
scaffold_1,3444600,3486598,3458998,25000,0.002182,0.002055,0.002346,0.054217,178510,scaffold_1_6
scaffold_1,3486599,3568477,3545031,25000,0.002089,0.001911,0.001932,-0.017825,246743,scaffold_1_7
scaffold_1,3568478,3805845,3652869,25000,0.00566,0.004129,0.00484,-0.005965,246743,scaffold_1_7
scaffold_1,4187813,4324828,4259504,25000,0.004183,0.003449,0.003558,-0.037459,161925,scaffold_1_8
scaffold_1,4324830,4396316,4375240,25000,0.00444,0.003375,0.003931,0.003221,154899,scaffold_1_9
scaffold_1,4642842,4817367,4742203,25000,0.006231,0.004554,0.005644,0.024292,198327,scaffold_1_10
scaffold_1,4969739,5059087,5030601,25000,0.005658,0.004133,0.004967,0.007774,174567,scaffold_1_11
scaffold_1,5059088,5089444,5074321,25000,0.002855,0.003503,0.003123,-0.009474,174567,scaffold_1_11
scaffold_1,5089445,5172944,5125419,20152,0.003745,0.004173,0.004069,0.021876,174567,scaffold_1_11
scaffold_10,101498,284616,193303,25000,0.002388,0.001109,0.002316,0.147599,102677,scaffold_10_1
scaffold_10,596514,638881,616205,25000,0.004867,0.007649,0.00705,0.063201,101229,scaffold_10_2
scaffold_10,638882,671610,653041,25000,0.004273,0.005121,0.004943,0.027136,101229,scaffold_10_2
scaffold_10,712365,757210,738175,25000,0.002732,0.005466,0.004351,0.021985,151204,scaffold_10_3
scaffold_10,757211,895541,829315,25000,0.002351,0.004436,0.00318,-0.034716,151204,scaffold_10_3
scaffold_10,1374375,1440603,1406479,25000,0.007581,0.003204,0.005841,0.042552,157516,scaffold_10_4
scaffold_10,2211466,2291972,2252429,25000,0.008903,0.007468,0.008061,-0.008198,104258,scaffold_10_7
scaffold_10,2636831,2760847,2707835,25000,0.003128,0.00526,0.005305,0.123792,299696,scaffold_10_8
scaffold_10,2760848,2859890,2817898,25000,0.006526,0.006234,0.007014,0.050344,299696,scaffold_10_8
scaffold_100,25961,138468,99185,25000,0.001347,0.001415,0.001301,-0.031988,108984,scaffold_100_1
scaffold_100,138469,198714,160915,25000,0.003673,0.004162,0.004017,0.013289,108984,scaffold_100_1
scaffold_100,299548,546240,412262,25000,0.001073,0.000908,0.00108,0.045895,126622,scaffold_100_2
scaffold_100,665270,736093,705406,25000,0.002434,0.002656,0.002392,-0.03311,247946,scaffold_100_3
scaffold_100,736095,831125,790984,25000,0.002569,0.003018,0.003491,0.117497,247946,scaffold_100_3
scaffold_100,831126,865540,845814,25000,0.001679,0.002012,0.001778,-0.019971,247946,scaffold_100_3
scaffold_104,78154,145966,118522,25000,0.00407,0.003272,0.007739,0.364346,343921,scaffold_104_1
scaffold_104,145967,185574,161873,25000,0.002491,0.003115,0.002869,0.012397,343921,scaffold_104_1
scaffold_104,185575,214432,200075,25000,0.002789,0.005638,0.003857,-0.0473,343921,scaffold_104_1
scaffold_104,214433,273644,253259,25000,0.00259,0.004162,0.003272,-0.015686,343921,scaffold_104_1
scaffold_104,273645,397059,353172,25000,0.001646,0.001912,0.002221,0.117088,343921,scaffold_104_1
scaffold_104,397060,442213,422925,25000,0.003775,0.004059,0.003969,0.007052,343921,scaffold_104_1
scaffold_104,539296,597359,573309,25000,0.001273,0.001151,0.001078,-0.06274,122778,scaffold_104_2
scaffold_104,597360,660948,634167,25000,0.001799,0.001812,0.001686,-0.036598,122778,scaffold_104_2
scaffold_106,82475,130681,99165,25000,0.001192,0.001246,0.001073,-0.06822,125838,scaffold_106_1
scaffold_106,130682,212535,185267,25000,0.002216,0.002827,0.002247,-0.061539,125838,scaffold_106_1
scaffold_106,308412,389068,352235,25000,0.0014,0.002188,0.002064,0.074232,246073,scaffold_106_2
scaffold_106,389069,417606,403299,25000,0.00152,0.001595,0.00142,-0.049505,246073,scaffold_106_2
scaffold_106,417607,513104,450875,25000,0.001354,0.00142,0.001215,-0.070686,246073,scaffold_106_2
scaffold_106,513105,650290,579280,25000,0.002395,0.001112,0.001752,-0.000403,249287,scaffold_106_3
scaffold_106,650291,721052,678267,25000,0.004039,0.000728,0.00371,0.228866,249287,scaffold_106_3
scaffold_106,721053,748770,735247,25000,0.001083,8e-04,0.000871,-0.041535,249287,scaffold_106_3
scaffold_106,748771,835631,773025,13986,0.002292,0.002226,0.00208,-0.04118,249287,scaffold_106_3
scaffold_108,9381,51444,31698,25000,0.001406,0.001588,0.001321,-0.066915,357104,scaffold_108_1
scaffold_108,51445,140003,95688,25000,0.005522,0.00575,0.004945,-0.070009,357104,scaffold_108_1
scaffold_108,140004,249573,186010,25000,0.001084,0.000958,0.000939,-0.043214,357104,scaffold_108_1
scaffold_108,249574,302130,281237,25000,0.002433,0.001446,0.001897,-0.011661,357104,scaffold_108_1
scaffold_108,302131,331372,318474,25000,0.002308,0.00206,0.002207,0.005522,357104,scaffold_108_1
scaffold_108,331373,388488,362715,25000,0.003249,0.001441,0.002061,-0.069016,357104,scaffold_108_1
scaffold_108,388490,421579,405705,25000,0.002793,0.002276,0.002618,0.017423,208943,scaffold_108_2
scaffold_108,421580,517849,481874,25000,0.002639,0.002499,0.002379,-0.043542,208943,scaffold_108_2
scaffold_108,517850,545808,532068,25000,0.003493,0.002771,0.003689,0.086606,208943,scaffold_108_2
scaffold_108,545809,586416,567458,25000,0.003918,0.002018,0.002994,0.004583,208943,scaffold_108_2
scaffold_109,543442,727393,663233,25000,0.004903,0.006072,0.005977,0.04541,172636,scaffold_109_1
scaffold_110,700,76126,34972,25000,0.00494,0.005699,0.00585,0.050521,309386,scaffold_110_1
scaffold_110,76127,155327,110055,25000,0.003516,0.003909,0.003556,-0.023068,309386,scaffold_110_1
scaffold_110,155328,226260,197264,25000,0.00242,0.001714,0.002566,0.11398,309386,scaffold_110_1
scaffold_110,226261,285339,267287,25000,0.00135,0.001343,0.001191,-0.065494,309386,scaffold_110_1
scaffold_110,541851,709418,646754,22274,0.003501,0.003162,0.003005,-0.055071,134569,scaffold_110_2
scaffold_111,663260,804514,699716,24293,0.005591,0.001533,0.005961,0.260389,124449,scaffold_111_1
scaffold_112,122117,154492,136163,25000,0.002603,0.002384,0.002273,-0.04948,696487,scaffold_112_1
scaffold_112,154493,244827,196578,25000,0.001909,0.001838,0.001649,-0.071474,696487,scaffold_112_1
scaffold_112,244828,330021,286826,25000,0.000902,0.001455,0.002924,0.441398,696487,scaffold_112_1
scaffold_112,330022,359034,344158,25000,0.002236,0.00337,0.003703,0.146197,696487,scaffold_112_1
scaffold_112,359035,398845,377416,25000,0.001343,0.002868,0.004284,0.355644,696487,scaffold_112_1
scaffold_112,398846,424210,411513,25000,0.001291,0.001389,0.002149,0.243572,696487,scaffold_112_1
scaffold_112,424211,488749,454579,25000,0.001238,0.001516,0.003476,0.455719,696487,scaffold_112_1
scaffold_112,488750,528864,509756,25000,0.002506,0.003255,0.005861,0.355679,696487,scaffold_112_1
scaffold_112,528865,555313,542026,25000,0.002489,0.001892,0.002164,-0.006469,696487,scaffold_112_1
scaffold_112,555314,594510,569814,25000,0.002193,0.002014,0.002282,0.043247,696487,scaffold_112_1
scaffold_112,594511,641157,619156,25000,0.001949,0.003266,0.002287,-0.070177,696487,scaffold_112_1
scaffold_112,641158,691287,668719,25000,0.001246,0.001715,0.001401,-0.035477,696487,scaffold_112_1
scaffold_112,691288,746684,717229,25000,0.003816,0.0012,0.002519,0.071247,696487,scaffold_112_1
scaffold_112,746685,774391,758164,13786,0.004399,0.001226,0.003269,0.004951,696487,scaffold_112_1
scaffold_113,329786,580817,453614,25000,0.00258,0.002312,0.002456,0.002174,224638,scaffold_113_1
scaffold_114,173560,232909,201882,25000,0.002142,0.001551,0.002279,0.11109,144364,scaffold_114_1
scaffold_114,232910,280222,255826,25000,0.002634,0.003189,0.00334,0.072766,144364,scaffold_114_1
scaffold_114,280223,373692,342793,25000,0.002189,0.003302,0.002599,-0.028286,112278,scaffold_114_2
scaffold_114,373693,411539,392238,25000,0.00195,0.002684,0.002086,-0.056035,112278,scaffold_114_2
scaffold_114,671704,703222,687459,25000,0.003502,0.003525,0.00337,-0.022304,140692,scaffold_114_3
scaffold_114,703223,774842,752117,25000,0.002066,0.003229,0.002351,-0.063584,140692,scaffold_114_3
scaffold_117,64351,140178,90027,25000,0.001018,0.001339,0.001087,-0.043286,400604,scaffold_117_1
scaffold_117,140179,218028,175050,25000,0.001223,0.001323,0.001112,-0.072326,400604,scaffold_117_1
scaffold_117,218029,256445,239635,25000,0.001806,0.001861,0.001727,-0.03186,400604,scaffold_117_1
scaffold_117,256446,287590,271044,25000,0.000877,0.000815,0.000889,0.026131,400604,scaffold_117_1
scaffold_117,287591,347469,316422,25000,0.001205,0.001689,0.001415,-0.011982,400604,scaffold_117_1
scaffold_117,347470,445965,395105,25000,0.001097,0.001106,0.000968,-0.069197,400604,scaffold_117_1
scaffold_117,477091,738460,573866,25000,0.002008,0.002033,0.001825,-0.052957,196115,scaffold_117_2
scaffold_119,9242,38233,23977,25000,0.001217,0.002111,0.001889,0.067177,519529,scaffold_119_1
scaffold_119,38234,137308,82279,25000,0.001396,0.002085,0.001732,-0.002645,519529,scaffold_119_1
scaffold_119,137309,180295,153737,25000,0.001313,0.001381,0.001198,-0.062569,519529,scaffold_119_1
scaffold_119,180296,253794,210306,25000,0.001011,0.000982,0.000873,-0.070401,519529,scaffold_119_1
scaffold_119,253795,302540,271635,25000,0.001384,0.001855,0.001877,0.078109,519529,scaffold_119_1
scaffold_119,302541,343270,319357,25000,0.001484,0.001323,0.001279,-0.049764,519529,scaffold_119_1
scaffold_119,343271,392372,359391,25000,0.000754,0.001007,0.000811,-0.043857,519529,scaffold_119_1
scaffold_119,392373,444518,418194,25000,0.001996,0.001513,0.002059,0.0846,519529,scaffold_119_1
scaffold_119,444519,512424,479113,25000,0.001312,0.001058,0.001208,0.010196,519529,scaffold_119_1
scaffold_119,604907,675845,644903,25000,0.001476,0.001552,0.00133,-0.069366,114226,scaffold_119_2
scaffold_119,675846,741174,695282,25000,0.001875,0.001907,0.001684,-0.059933,114226,scaffold_119_2
scaffold_12,323795,451494,418908,25000,0.004925,0.005378,0.008956,0.282593,305184,scaffold_12_1
scaffold_12,451496,524596,496150,25000,0.003392,0.002843,0.002997,-0.0187,305184,scaffold_12_1
scaffold_12,524597,689380,580829,25000,0.006613,0.007151,0.007348,0.033866,305184,scaffold_12_1
scaffold_12,1779062,1842486,1810908,25000,0.004865,0.002854,0.003909,0.006879,120373,scaffold_12_2
scaffold_12,2207585,2559561,2431247,25000,0.006861,0.005229,0.006307,0.022644,192597,scaffold_12_3
scaffold_120,1901,339686,216191,25000,0.002654,0.005301,0.006468,0.250367,168424,scaffold_120_1
scaffold_121,1368,41422,17442,25000,0.000645,0.000853,0.000727,-0.016346,352073,scaffold_121_1
scaffold_121,41423,199162,148834,25000,0.001161,0.001693,0.001455,-0.01682,352073,scaffold_121_1
scaffold_121,199163,339016,298282,25000,0.00096,0.000984,0.00088,-0.054512,352073,scaffold_121_1
scaffold_121,339017,365638,351985,25000,0.000968,0.000989,0.000857,-0.070993,352073,scaffold_121_1
scaffold_122,130264,166883,146311,25000,0.001686,0.001593,0.001461,-0.061595,321324,scaffold_122_1
scaffold_122,166884,220492,187709,25000,0.001623,0.001572,0.001454,-0.0523,321324,scaffold_122_1
scaffold_122,220493,267027,242078,25000,0.001559,0.001886,0.001662,-0.018971,321324,scaffold_122_1
scaffold_122,267028,339027,300697,25000,0.001263,0.001498,0.001441,0.021424,321324,scaffold_122_1
scaffold_122,339028,418522,381665,25000,0.001873,0.002201,0.00252,0.109215,321324,scaffold_122_1
scaffold_122,418523,450373,435673,25000,0.002217,0.001738,0.002129,0.039292,321324,scaffold_122_1
scaffold_126,5373,94828,61096,25000,0.001404,0.002252,0.001813,-0.004439,105317,scaffold_126_1
scaffold_126,94829,187759,144769,25000,0.001733,0.001355,0.001379,-0.06068,105317,scaffold_126_1
scaffold_126,187760,238082,208647,25000,0.001051,0.000869,0.001569,0.252683,440282,scaffold_126_2
scaffold_126,238083,275216,256672,25000,0.001763,0.003226,0.002828,0.064637,440282,scaffold_126_2
scaffold_126,275217,514491,453152,25000,0.001979,0.001731,0.001818,-0.010443,440282,scaffold_126_2
scaffold_126,514492,577369,542732,25000,0.0019,0.00177,0.001838,0.000849,440282,scaffold_126_2
scaffold_128,18635,46548,32752,25000,7e-04,0.001122,0.000816,-0.056709,134181,scaffold_128_1
scaffold_128,46549,105819,87117,25000,0.001835,0.001404,0.001879,0.078527,134181,scaffold_128_1
scaffold_128,189304,229966,209446,25000,0.001167,0.001443,0.002279,0.278547,192708,scaffold_128_2
scaffold_128,229967,285012,270453,25000,0.001139,0.001081,0.000952,-0.085477,192708,scaffold_128_2
scaffold_128,285013,430775,352084,25000,0.002169,0.001972,0.001868,-0.058884,192708,scaffold_128_2
scaffold_128,430776,504506,480001,25000,0.001636,0.001886,0.001689,-0.02211,320865,scaffold_128_3
scaffold_128,504507,560171,530051,25000,0.002696,0.002722,0.003055,0.065939,320865,scaffold_128_3
scaffold_128,560172,630510,585284,25000,0.001345,0.001394,0.001405,0.01354,320865,scaffold_128_3
scaffold_128,630511,695774,665110,10638,0.001318,0.009308,0.010188,0.434751,320865,scaffold_128_3
scaffold_129,4872,162019,80608,25000,0.007553,0.003927,0.006368,0.053567,196654,scaffold_129_1
scaffold_129,162020,199505,179512,25000,0.004271,0.003842,0.003922,-0.01742,196654,scaffold_129_1
scaffold_129,199506,428718,255420,25000,0.003018,0.002383,0.002539,-0.032919,196654,scaffold_129_1
scaffold_13,1081,90690,61542,25000,0.003344,0.003055,0.003586,0.06046,485934,scaffold_13_1
scaffold_13,90691,167726,122812,25000,0.002054,0.002147,0.001913,-0.05275,485934,scaffold_13_1
scaffold_13,167727,220679,197887,25000,0.002824,0.003766,0.004047,0.108548,485934,scaffold_13_1
scaffold_13,220680,274677,242134,25000,0.001736,0.001982,0.001916,0.01557,485934,scaffold_13_1
scaffold_13,274679,349658,314943,25000,0.002775,0.0021,0.002194,-0.056158,485934,scaffold_13_1
scaffold_13,349659,442169,390056,25000,0.002823,0.00228,0.00298,0.068404,485934,scaffold_13_1
scaffold_13,442170,489724,468349,25000,0.001872,0.002853,0.002725,0.099516,485934,scaffold_13_1
scaffold_13,489725,530439,508273,25000,0.002274,0.00167,0.001835,-0.038487,485934,scaffold_13_1
scaffold_13,530440,573459,557796,25000,0.002999,0.001847,0.002752,0.065602,276879,scaffold_13_2
scaffold_13,573460,608747,589963,25000,0.004543,0.002966,0.004299,0.071813,276879,scaffold_13_2
scaffold_13,608748,652439,627052,25000,0.003164,0.002251,0.002565,-0.028859,276879,scaffold_13_2
scaffold_13,652440,719022,670432,25000,0.003746,0.001317,0.003023,0.032678,276879,scaffold_13_2
scaffold_13,719023,795221,742721,25000,0.002119,0.002529,0.002187,-0.032589,276879,scaffold_13_2
scaffold_13,1539190,1712791,1625163,25000,0.002575,0.002433,0.002222,-0.063889,179549,scaffold_13_3
scaffold_13,1712792,1766271,1748916,25000,0.005332,0.007129,0.00629,0.005048,179549,scaffold_13_3
scaffold_13,1951205,2029728,2003357,25000,0.004782,0.003476,0.003582,-0.075979,106876,scaffold_13_4
scaffold_13,2029729,2129132,2071503,25000,0.000698,0.001448,0.001163,0.054323,106876,scaffold_13_4
scaffold_13,2129133,2181484,2163997,25000,0.005003,0.002203,0.00414,0.073656,116890,scaffold_13_5
